,Review_Date,Author_Name,Vehicle_Title,Review_Title,Review,Rating
32, on 06/21/17 22:45 PM (PDT),Zachary ,2005 Saturn Relay Minivan 3 AWD 4dr Minivan (3.5L 6cyl 4A),2005 Saturn RElay AWD Don't go near one of these," This is the worse van on the market. GM designed this in 2005????? It reminds me of a mid 1990's Chyrsler. It's heavy, seats weigh a ton, under powered -- it's a dog with the 3.5 slow.... Forgrt about the power doors - pull fuse 21, or your batterey will drain every 2 days. The air Conditioning is terrible - with a full charge. My instrument panel looks like Christmas - abs warning - gas cap warning - service light is on - Too much to list . Oh, the gas mileage - 15 mpg overall - take out all the seats - I swear they weigh a 100 pounds each - and you  will average 16 mpg. DO NOT BY A RELAY< UPLANDER< MOUNTAINER< OR THE BUICK version. I really believe GM stoped caring and went so cheap with this one. Seats wear and crack after the first year. Gm is doing well now - maybe 2008 - they almost lost the ship - woke them up.",1
33, on 10/09/15 23:00 PM (PDT),CEW CO ,2005 Saturn Relay Minivan 3 AWD 4dr Minivan (3.5L 6cyl 4A),"2005 Saturn Relay 3, 250k miles, never been towed!"," Original owner, 250k milesStill runs great and looks great! Love this van!Never been to shop.for repairs except brakes and tires. I wish I could buy more Saturns! I owned other new Saturns Vue 2001, Vue 2006 and Ion Redline 2004 and Ion 2006.They made a great product, that still look good on the road today.All my Saturn's were great cars but the Relay 3 is my favorite little luxury liner.Everything is working order, the Chevy dealer could not believe the mileage on her at last oil change, a/c charge up, full detail looked brand new. I hope she runs forever!",5
34, on 12/26/10 10:26 AM (PST),franmorr1966 ,2005 Saturn Relay Minivan 3 Fwd 4dr Minivan (3.5L 6cyl 4A),It's Been Good to Me," This car has been reliable and comfortable.I have nearly 82,000 miles on this car and other than replacing the rear wiper motor (after warranty), the car has only needed normal wear and tear service.",4
35, on 12/03/10 00:00 AM (PST),saturn owner ,2005 Saturn Relay Minivan 2 Fwd 4dr Minivan (3.5L 6cyl 4A),unhappy owner," We have 2 powered doors and have had nothing but problems with them.  They have opened while driving 75mph down the highway and GM is refusing to fix them even though we have a 16 page detailed service report of these on going problems.  Put the doors aside and the other issues we have had with this very expensive vehicle and it is a great ride.  It is a very comfortable and smooth ride.  But I will never buy another GM vehicle again, we were sold a lemon of a vehicle and GM just tells us too bad.  Hopefully not everyone is having the same problems we are.  But I would not recommend buying this vehicle to anyone.  The dvd screen is way too small for the kids to see it good from in back.",3
36, on 10/22/10 00:00 AM (PDT),dph414 ,2005 Saturn Relay Minivan 3 AWD 4dr Minivan (3.5L 6cyl 4A),Great Minivan," Great Minivan. Almost no problems. Fun to drive, easy to drive.  Have problems occasionally with the power sliding doors, and the rear windshield wiper also stopped working. Makes a ""Groaning"" sound when making sharp or tight turns. ",4.25
37, on 07/27/10 08:07 AM (PDT),Jaymie ,2005 Saturn Relay Minivan 3 Fwd 4dr Minivan (3.5L 6cyl 4A),Would recommend," Bought the car because we had our third child and I'm really happy with it. I enjoy driving it and it is very reliable the only time it never started was when i left the radio on (my mistake). Had to replace the hub and bearing at 75,000. It does have trouble with stalling my mechanic told me what the problem was something with the electric fuel something with aftermarket part still on the expensive side but if you give it a little gas when you start it. Yes i know it's not ideal but for what i paid for it. I guess i got one of the good ones. Look, it's not a Lincoln or Mercedes you do get what you pay for stop complaining and get a more expensive car if you want perfection.",4.25
38, on 06/10/10 03:55 AM (PDT),CEWCORP ,2005 Saturn Relay Minivan 3 AWD 4dr Minivan (3.5L 6cyl 4A),Excellent quality love this van," Have now over 100k miles with no problems. Excellent van that does everything right, everything is still in perfect working order and exterior and interior still looks brand new with no inside garaging. This is my 5th Saturn vehicle and I have had no problems with any of them and I have had all models. Love this car. Stuck in a southern California blizzard once and this car was the only one able to negotiate the freeway safely and did so well I felt like I was driving under normal conditions. Also, really liked the buying experience with Saturn and all the service experiences. This car was very stress free to own",4.875
39, on 04/24/10 20:25 PM (PDT),Love my Relay ,2005 Saturn Relay Minivan 3 AWD 4dr Minivan (3.5L 6cyl 4A),Happy with my Relay," We purchased our Saturn with only 11000 miles on it from the dealer.  It has a smooth ride and is very comfortable.  My 4 kids have loved the dvd player and the option to listen to their music and play video games.  It comes with a normal plug outlet, very cool! This has come in handy for video games and for vacuming the van.  The only problems I have had with the Relay is with the traction stability control system (had it fixed 2X now) and I feel the rotors are cheap.  My Relay shakes going down the mountain roads. I was told they have shaved the rotors as much as they can so they will need to be replaced at my next brake job.",4.5
40, on 02/12/10 11:11 AM (PST),Give the van back ,2005 Saturn Relay Minivan 3 Fwd 4dr Minivan (3.5L 6cyl 4A),DON'T BUY THIS VAN," This vehicle is horrible. Yes the interior is nice but the ABS and stablization controls are always broken. Sliding doors will randomly open - or they may not open at all - it's a gamble. Have to press the gas to get it started - engine has a hard time turning over. Lights flicker. Saturn will tell you this is ""normal"" -  but it's still not acceptable. They should all be recalled and demolished.",2.875
41, on 07/14/09 08:56 AM (PDT),Jenn ,2005 Saturn Relay Minivan 2 Fwd 4dr Minivan (3.5L 6cyl 4A),Problems with start up," I love my Saturn Relay for the exception that since I bought the van if I did not push the gas peddle when I started the van then it would cut off on me.  The van came with a warranty and took it to a dealership to be fixed and was told that it was the fuel pump. The replaced the fuel pump and now it is still having the same problem.  Saturn has told me that it is just what ""those"" vans do.  I will never get stranded it will always crank, it just might take several times before it starts.  ",4.75
42, on 06/16/09 04:09 AM (PDT),neverdriveasaturn ,2005 Saturn Relay Minivan 2 Fwd 4dr Minivan (3.5L 6cyl 4A),Worst purchase of my life," Nothing new, except proof of serious probs that should have resulted in recalls. Numerous prob with ABS and traction control systems going out--replaced sensors four times at a cost of $500+ twice(other two times were under part warranty).Had probs with rotors warping immediately after purchase, replaced at 35000 miles.Also had probs with cupping tires(on third set at 67000 miles).Warped tire rods. Auto door opener stopped working.Lever to fold 3rd broke.Depreciation!Traded this one in last week when we were upside down on the loan by $4000 because it was too costly to keep.Our cost to own this one for 3.5 yrs-over $40,000(purchase of $28000 and the rest in repairs, not incl. gas at 20mpg)",1.375
43, on 03/15/09 14:07 PM (PDT),gallagher ,2005 Saturn Relay Minivan 3 Fwd 4dr Minivan (3.5L 6cyl 4A),Worst car ever," It is very sad that I report on this.  At first we thought it was a good and boy were we wrong.  It was given to us by a friend that need us to take over payments and our credit was to bad to get one on our own. Now we are stuck with a lemon nothing but problems - bad brakes, door,  tires, trim, abs brakes and the dealers has bad service and now that it is out of warranty. ",2.25
44, on 11/05/08 07:00 AM (PST),CS79 ,2005 Saturn Relay Minivan 2 Fwd 4dr Minivan (3.5L 6cyl 4A),Not Safe for any Family!," I've had this van for 3 years and its been nothing but a headache. It was in the shop 2 days after purchase for a auto sliding door malfunction. The headlights have malfunctioned in the middle of the night on a car trip out of state. We were stranded until daylight until we could drive it to the nearest dealership, and it took them a week to fix it!!! Worst of all are the breaks. The brakes malfunction from time to time, and the ABS light comes on. I've had it in the dealership's shop 8 times just for this problem, and they won't fix it! They keep telling me they can't get an error code. All together I've had it in the shop 20 times in 3 years. Don't buy this van!",2.75
45, on 10/22/08 14:41 PM (PDT),Really Lucky ,2005 Saturn Relay Minivan 2 Fwd 4dr Minivan (3.5L 6cyl 4A),Must have got a good one," Purchased 2005 Relay II new in November 2004. Car has been up and down the east coast. First long distance trip went from DE to CT and back on 3/4 of tank...impressive. As the years and miles went by notice problems. Power sliding door would automatically open when you tried to close it. Suspension problem with left bushing covered under warranty. Lastly, never resolved was the dimming dashboard that was told to be a problem with alternator. This was replaced under warranty but got progressively worse again. ",3.875
46, on 08/18/08 13:37 PM (PDT),YoseMom ,2005 Saturn Relay Minivan 3 Fwd 4dr Minivan (3.5L 6cyl 4A),JUNK," JUNK I had been waiting for over five years for Saturn to come out with a minivan. But this is not a Saturn (and Saturn isn't the company it used to be) it is a piece of junk.  Constantly in the shop. Over heats going uphills (even with the heater on full blast)Brakes unreliable, smoke going down hill even in 2nd gear, sometimes brakes don't take when coming to stop signs. Finally got the ABS light fixed $2000 later. Passenger door still doesn't close right. Makes grinding noise sometimes when starts, sometimes doesn't start at all. NOT SAFE. I wish I had never bought it.  Still owe between $5000 and $10000 more than it's worth on it. Anyone heard of any class action suits with/about it yet?",1.75
47, on 06/05/08 22:08 PM (PDT),jack ,2005 Saturn Relay Minivan 2 Fwd 4dr Minivan (3.5L 6cyl 4A),The typical van," Before the purchase of the Relay 2, we had two Dodge Grand Caravans. This realy is heads and shoulders above those previous vans. It is comfortable, powerful, handles ok and is reliable. We once had a problem when we overfilled our gas tank, but hav had no real problems since. Now, we need brakes at 30k, but that is the only problem it has had. I hope to get seveal more years of good service out of it before it gets sacrafiiced. So far, this has been a good vehicle.",2.875
48, on 05/16/08 20:08 PM (PDT),saha ,2005 Saturn Relay Minivan 3 Fwd 4dr Minivan (3.5L 6cyl 4A),2005 Saturn Relay," We bought the Relay after having two other Saturns. We will never buy another. Had nothing but problems. Had it in shop for flickering lights, rear parking sensors, both automatic door motors replaced, OnStar went out, tie rods, abs sensors, back windshield wiper motor, dvd player, doens't always start, idles crazy when air is on and needed new brakes and tires all of this after one year of ownership. In shop more than out. ",2.75
49, on 05/09/08 14:16 PM (PDT),Anderson ,2005 Saturn Relay Minivan 3 Fwd 4dr Minivan (3.5L 6cyl 4A),Awesome!, Driving this baby is like hitting the jackpot at the casino. I always get amped driving it. Love the sound of the engine. Has outlet for my kids to play their video games. The amount of space is ridicuous. It can fit a giant if you wanted.,5
50, on 04/29/08 17:12 PM (PDT),jamikey ,2005 Saturn Relay Minivan 2 Fwd 4dr Minivan (3.5L 6cyl 4A),LEMON!!! Don't buy one of these cars," I have had multiple problems with this car.  My side paneling has peeled off 3 times now, the ABS system has had problems, and the remote sliding door has been replaced and the remote for it doesn't even work.  That is just a few of the problems associated with the car.  My latest problem is the engine blew in the car (yes, that is right!!) while in another state.  They said that there was a bulletin about this potential problem, but since there hasn't been very many people with this problem, it wasn't a recall.  The car has 26,000 miles on it.  I have 2 children and do not feel safe driving this car. The child lock on rear door also locks on its own, trapping kids inside. Dangerous car!",1
51, on 04/11/08 13:32 PM (PDT),J Robinson ,2005 Saturn Relay Minivan 3 Fwd 4dr Minivan (3.5L 6cyl 4A),18 trips to the shop in 2 yrs.," I've bought 2 relays. My 1st was totaled in an accident so we bought a 2nd. I've been to the shop 18 times in 2.5 yrs. I've had my rotors replaced 2x, 5 drive belts in 8 wks., 2 tensioner in 8 wks., new heater system, onstar unit, side panels, wood trim, pwr steering unit. I've had my computer reset so my headlights don't fail. My pwr doors open when driving, (with my 3 children in the back.) those are just some of the problems we've had. I've dealt w/ Saturn assistance & they offered me free oil changes to make it right. I will never buy another Saturn again. I may never buy gm b/c of this. I no longer support Saturn in anyway. They do not take care of their customers. ",2
52, on 04/11/08 05:42 AM (PDT),Bsrice ,2005 Saturn Relay Minivan 2 Fwd 4dr Minivan (3.5L 6cyl 4A),Hit or Miss," Bought my 05 Relay new, great price (I thought till depreciation hit)DVD player was a must have. Did good on gas mileage 28-30. Had problems from the start with molding, carpet, auto door, cupping tires every 8 K miles. Put 3 sets on, told no problem with car, yet camber set so off by Saturn specs, rotor issues, lights flickering. Ended up eating the depreciation and buying a 06 Jeep Liberty. Was a good little van if they spent more time in testing, could have had a nice price nich in the market.",3.5
53, on 03/24/08 14:23 PM (PDT),62Sunbeam ,2005 Saturn Relay Minivan 2 Fwd 4dr Minivan (3.5L 6cyl 4A),Crapola from GM," Three years on I am still kicking myself for buying this horrible vehicle!  I have never in all my life seen a more poorly made vehicle on the road.  This includes a mid 80's Sonata.  This car has been in the dealer more times than all of my precious cars combined.  Faulty ABS system, Bad brakes, bad A/C, bad DVD, bad front wheel bearings, bad side doors, bad suspension, bad parking brake adjuster, bad side trim, and overall horrendous build quality.  I would sell it but it has NO replacement value and I foolishly took out a loan to buy it. so it is now worth about 8 grand less than I owe.  I tried to have the warranty extended as a courtesy but I was told to take a hike and with 34000 on th",2.375
54, on 03/23/08 11:37 AM (PDT),Happy Customer ,2005 Saturn Relay Minivan 3 AWD 4dr Minivan (3.5L 6cyl 4A),2005 Saturn Relay - Love it, We've had our Saturn Relay since the middle of 2005 and love it. We have almost every option available and had few problems. It's comfortable to long distance travel especially with kids. We travel 8 to 12 hours with 5 kids and it's a complete dream.  We've had a problem with the DVD player but other than that it's been great.  I wish it had a little bit better gas mileage than 18-21 mpg during these days of high gas prices but other than that I love it.,4.25
55, on 03/17/08 18:25 PM (PDT),mike d ,2005 Saturn Relay Minivan 2 Fwd 4dr Minivan (3.5L 6cyl 4A),I see it's not just me," I do not know how many times I have had this van to the dealer.  Things replaced off the top of my head, fuel sensor, radio,and windshield wiper motor to list a few. There is a constant noise in the front hubcaps when going 20 mph like sticking a playing card in a bike tire. Was told they fixed it with spacer washer in the lugs. No it is still there. They can't fix the front cupholders will not close or open properly. Need new tires and brakes at 30,000.  This might be one of the cheaper suv/minivans out there but for 22000+ I expect a decent vehicle this is not.  Can't wait till my lease is up to get into something else.  Anything has to be better then this. Buyer Beware!! ",2.125
56, on 02/16/08 07:40 AM (PST),Chris ,2005 Saturn Relay Minivan 2 Fwd 4dr Minivan (3.5L 6cyl 4A),After 6 Saturns This will be my last," Where to begin,this is my 6th and last Saturn have loved every one prior to this. the doors don't close, wont stay shut haven't since the day I bought it,pop open when your driving down the road. When you disable the power doors it chimes incessantly until you either turn the powerdoor back on or remove the fuse.  spent 3 weeks in the shop in the first 3 months due to electrical issues had entire interior torn out to finally find problem. Engine service light kept coming on. Front end pops and clicks when turning believe it is a ball joint issue, All plastic interior pieces keep breaking and falling off.this is the biggest piece of junk I have owned since my S-10 which made me swear of Chevy",2.875
