,Review_Date,Author_Name,Vehicle_Title,Review_Title,Review,Rating
10, on 10/02/15 16:04 PM (PDT),Tudor Lupan ,2014 Scion FR-S Coupe Monogram Series 2dr Coupe (2.0L 4cyl 6A),Do not buy the Scion FRS - you will regret it," I've had nothing but problems with this car. While idling, the car emits a high pitched chirping noise which is annoying and embarrassing coming out of a ""sports"" car. There are many complaints online about this; over 85% of owners say that have this problem. The driver side window squeaks when sliding up. The leather is cheap and gets destroyed when rubbed while trying to enter the car. In regards to performance, I knew the car had 200 hp before I purchased it but, wow, it is freaking slow! Yes the handling is amazing but the cheap stock tires will slide the car everywhere. And don't even think about racing the car next to you on the green light; a standard sedan is faster than this car.I complained to the dealership and to Toyota Motor Sales about the chirping noise. They have a technical service bulletin that states this noise is an ABNORMAL noise yet they will tell you to your face that it's a normal characteristic of the car.If you go to a dealership with interest in the FRS, they will not tell you about the chirping noise. They are deceptive but hey, it's a dealership right?",1
11, on 04/23/15 07:16 AM (PDT),Roger Littlepage ,2014 Scion FR-S Coupe 2dr Coupe (2.0L 4cyl 6M),"My daily driver, and favorite car I have had"," This is my daily driver and this puts a smile on my face every day (even after a year of ownership).  Handling is amazing!  It is definitely quick, yes straight line performance numbers doesnt do this car justice.  It is fast through the corners and if you manage the RPMS to stay in the power band it will not disappoint.  Some negatives: passengers riding on the highway have complained about a rougher ride (think sports suspension) and there is wind and road noise (I still have crappy stock tires on it, which adds to it).  Get behind the wheel and you will never be bothered by any of this.  This car is more than numbers, it has that enjoyment factor that cant be measured. ",4.75
12, on 05/16/18 16:31 PM (PDT),John ,2013 Scion FR-S Coupe 2dr Coupe (2.0L 4cyl 6M),A real drivers car," Look at the videos of Matt Farah or Chris Harris driving various modified and unmodified versions of this car,  which is the same car as the Subaru BRZ or Toyota 86.     Or my favorite review by the German reviewer Thomas Hellmanzik who is part of the youtube channel Everyday Driver,  published Aug 3 2017.     This car is not for everyone,   but it is definitely going to be appreciated by a certain group of drivers who might also like the Miata/MX-5 but want a real coupe.     I've had a Miata and the FRS is a better highway car and a better mountain car in my opinion.     The car is a little bit boring in casual driving,    for everyday trips I often take a lazier kind of car or pick up truck,    but probably because I am a little older and like my creature comforts if the roads are not exciting.    But if you have the shifting skills to keep this car in its power band above 4500 rpm and the right roads,   this car can absolutely blow your mind and give you a driving experience far beyond the price they are asking for it,   especially used.    Its low,   small,  lightweight and extremely rewarding and capable all the way to the limit,   while also being very predictable and tactile.     Its pretty loud,   and somewhat cramped.     I consider it a better more modern version of the old Datsun 240z.",5
13, on 04/07/18 11:39 AM (PDT),Omar ,2013 Scion FR-S Coupe 2dr Coupe (2.0L 4cyl 6M),It’s a 2+2 coupe, Great car for the price. I love the car and recommend it for an everyday driver.,5
14, on 04/03/18 11:40 AM (PDT),Hans ,2013 Scion FR-S Coupe 2dr Coupe (2.0L 4cyl 6M),Amazing handling and FUN," Loved this car for the handling and cheap driving fun it provides. Needs mods for sure and has no power, but it compensates those deficiencies with its amazing handling, steering feel and reliability.",4
15, on 12/11/16 18:47 PM (PST),Fabien Ahmed ,2013 Scion FR-S Coupe 2dr Coupe (2.0L 4cyl 6M),"Great, but not for everyone!"," I just turned in my lease for this car. I'm sad to see it go. If my situation was a little different I would buy a 2017 model, which happens to address some small annoyances I had with the car - road noise and some roughness on the road.This was not a car where the head of the company said ""let's make the most profitable car we can"" or, ""let's design a car that will kill other cars."" This car was designed out of the desire for something raw and pure. This car was built for a niche population. Luckily, the population of the niche wasn't so small that this car would be unprofitable.First, let's talk about the power. I think whether this car has enough power for you or not is all a matter of perspective. For me, I drive on mostly cramped Massachusetts roads where I find that the HP of an economy car is plenty. So the 200 hp of this car plus its low weight, is far more than I need. In fact, if there was a 150hp version with better gas mileage, I would've gotten that. But to enjoy this car, you really have to like driving. You have to enjoy feeling the road, you have to enjoy techniques like heel-toe downshifts, you have to enjoy turning, and you have to enjoy putting in the extra work to keep this car in its power band with its short gearing. And of course, you have to enjoy feeling connected with the car. If you enjoy doing all these little things, you'll love this car, because this car makes those things great. But if you're not into that, all the work it takes to enjoy this car can be really overwhelming. For a period of time during my lease I fell into a slump where I was lethargic and had low energy. Nothing in particular happened to me, I just got lazy. During that time, I absolutely hated this car. Everything was just overwhelming. I enjoyed driving my 2002 corolla more than this. But once I got out of that slump and had a lot of energy, this car became one of my greatest pleasures again.The reliability in 40k miles of driving was decent I'd say. I had to replace the battery, alternator, and all brake pads & rotors. Also, I drove this car through three winters with snow tires, and it performed really well. Definitely better than a FWD with all seasons, except for perhaps accelerating up a steep hill. I was quite often on the leftmost lane of the highway cruising between 40-55 mph during heavy snow and I still had quite a bit of traction. This is actually where the lower power of the car comes in handy, you want to use just enough power to get the tires rolling which is much easier to do in a lower hp car than a higher one.I think Toyota and Subaru did an excellent job for the money in accomplishing what they set out to do. They wanted a raw, responsive, balanced, stable, light-weight car, and that's essentially what we got. But like I said... not for everyone. If it's not for you, this car could be overwhelming with all its feed back or even boring with the relative lack of power if that's what you're into the most. But if it is for you, it's the best.",4
16, on 06/02/16 19:51 PM (PDT),Matt Guerra ,2013 Scion FR-S Coupe 2dr Coupe (2.0L 4cyl 6M),FRS - ThrowOut Bearing Failure &  Customer Service," Ok... I'll start saying that I love this car; it's great to drive, engaging, responsive and lots of fun.  Yes, there's an annoying torque dip in the power band, but you can live with it.  My cautionary tale is regarding its reliability and the willingness from Toyota/Scion to go the extra step  (no, not mile) to help their customers.  I say that because I have worked with customer service directly or indirectly for the last 16 years and I expected more from a brand with reputation for reliability.I have bought the car used and I am its second owner.  It has only around 27k miles and I have well maintained the car with regular oil changes (synthetic), only shell V-power 93 octane gas, flushed the transmission and differential oil, checked brakes etc -- all items from the manual within their mileage.This Saturday evening while going to have dinner with my wife, we noticed a squeaky noise when I pushed the clutch pedal.  It is nothing really alarming, but it clearly indicates something is wrong and some part is wearing down.  It was too late to call the closest dealer and, since Monday was national holiday, I brought the car to a Kwik Kar close to my house.  I have researched some forums and the mechanic confirmed: it was the throwout bearing.  It was disappointing, considering that I drive mostly highways and I've never tracked or autocrossed the car -- and it doesn't even have 30k miles.  I called the dealer on Tuesday, the only day available, and asked them to check when my warranty expires.    Surprise: it expired on 05/29.  I was calling on 05/31.  The guy was very helpful and felt sorry for me and I asked if they could make an exception, they answered it doesn't depend on them -- they have to get the exception approved by Toyota's Customer Service directly to their management team.  Time to call the customer service.The representative Peter was helpful and opened a case number for me, in theory to ask for a decision regarding if they would approve a service under the warranty due to the circumstances and said that someone would contact me back within 2 days max.  No one contacted me, so today I called again.  I talked to Vince this time, he explained that this case number was only to document what happened.  It would need an authorized (from a Toyota dealer) inspection to verify  if the issue was actually throw out bearing, and if I decided to build a case for warranty it would still have to be within the warranty, therefore I had no way out since it was expired.  He said I was misinformed by the previous rep on my expectations.I said I understood that the warranty per se had just expired, but if I could speak to his manager or someone who had the power to approve an exception since it was an unusual issue for a car fairly new and with low mileages.  Per Vince, the warranty cannot be extended or any time-grant extension cannot be conceived; there are absolute no exceptions at all.  He stressed that no one, regardless of hierarchy in the company, could approve the service under warranty since it is expired, and he was a representative in power to make these statements because there was no decision to make.I like this car.  Yes, before I said I loved this car, I know.  But considering the confidence that Toyota inspired me with such an early failure and poor customer service, I will take the hit this time, but I am not likely to ever buy another product from them again.  Who knows what will happen to the car when it is 70k miles;  I might not keep it to find out.  Oh, if you search forums you will see several similar cases of early failure of this component.  Do your research before you commit to a car....................06/16/2016 - Quick update for what is worth; I called again the Dealer and they honored the warranty, even though Toyota did not.  The car is fixed and I give 5 stars for the dealer which went the extra mile and provided a great customer service.  Toyota as a brand, however, left a sour taste in my mouth.  If you find a good dealership, stick to it....................06/21/17 - I have trade the FRS in for a Mustang which has been way more comfortable (and fast) as a daily driver since I live in north Texas and here the roads are basically (boring) highways, plus the high revving character from the FRS is a nightmare in traffic.  I have the Mustang for over 6 months now and I have to say, there is not even one day I don't miss driving the Scion, but I am glad it is not my daily driver anymore.  It (FRS) is one of the most fun cars you can buy in its price range, only second to the MX-5.  If you don't mind the lack of refinement in the interior and if your roads are curvy enough, you will be very happy with the car.  Engaging, telepathically responsive, amazing chassis, decent gearbox (please flush the transmission oil and replace it with Motul Gear 300, trust me) and great feedback from the steering wheel.  Great second car or daily driver on fun roads.",4
17, on 05/20/14 21:37 PM (PDT),garrett2000 ,2013 Scion FR-S Coupe 2dr Coupe (2.0L 4cyl 6M),Overall very disappointing," I have the 6 speed manual.There are 2 main problems with the car, the first being the severe lack of power.Scion claims this car has 200 HP, I beg to differ, it's lucky if it has 150.The acceleration is absolutely terrible, and the hesitation off the line makes the situation even worse.However, once it's in 3rd gear or later, it does get a little better.The other thing that bothers me about the car is the transmission grinds when shifting from 1st to 2nd, and from 2nd to 3rd.It doesn't happen every time, but happens enough to be severely annoying. The only redeeming quality of the car is the styling.It looks like a sports car, but that's where the similarity ends.",3.25
18, on 12/30/13 22:13 PM (PST),oceaneer77 ,2013 Scion FR-S Coupe 2dr Coupe (2.0L 4cyl 6M),So Far Great," I had for a very long time an old porsche 928 s4. It was a amazing car, and I thrashed the crap out of it. It died a terrible death...The new Scion replaced it. The Sion is not nearly as fast, nor as flashy. But it is WAAAAY more fun. At every red light the little 4 gives it a mighty big BRAAAPPPP and off we go. The shift points are just pure joy. This is not a car that will set a new land speed record, or corner at speeds that make your brains turn to mush. BUT----It is a very fun car that is amazingly responsive. It puts a smile on your face driving in city traffic as its sure is a little street fighter. Its great on the highway and its MPG is amazing.The car has a real soul.",4.75
19, on 10/23/13 11:32 AM (PDT),worldrally17 ,2013 Scion FR-S Coupe 2dr Coupe (2.0L 4cyl 6M),Best Driver's Car," Don't listen to everybody who berates this car.Those are the people who don't understand its purpose.After 10,000 miles through 6 states and Canada, I can tell you this car is great in every single circumstance.City, highway, straight road, twisty road, road course, etc.I can get 34mpg on the highway, and average 31mpg even with some autocrosses and track days sprinkled in.You can fit a 6' person in the back as long as the front passenger is willing to give up some leg room.I honestly test drove every single new car with a manual transmission under $25k and this was by far my favorite.",4.625
20, on 05/22/13 17:02 PM (PDT),buhlonee ,2013 Scion FR-S Coupe 2dr Coupe (2.0L 4cyl 6M),The most smiles per mile," Purchased my Asphalt Grey FR-S 6-speed manual in June of 2012.Traded up from a 2002 WRx (original owner), and while I miss the all-wheel drive and turbo rush, my FR-S just makes me smile every time I'm behind the wheel.Mine is primarily used as a weekend fun car, and I argue that there is nothing out on the road today that is even close in price that makes you feel as connected to the pure, visceral driving experience as this $24K gem.The steering is easily controlled, the shifter is perfect and the engine grumble is nice (I'm a sucker for boxster engines).I would not use this as a daily driver, but as a second car, it is just perfect.",4.625
21, on 04/20/13 11:32 AM (PDT),ehosch ,2013 Scion FR-S Coupe 2dr Coupe (2.0L 4cyl 6A),Easily one of the best cars for the money!," I was looking for a fun sporty car as my daily driver and after doing my research I decided to test drive the FR-S. It is the perfect car for me (I'm 23) it is fun, fast, and so far reliable. The gas milage is also pretty good. I just have two complaints the first one is that I wish there were volume controls on the steering wheel the second is I wish it was called the Toyota 86 (like the rest of the world) but other than those two things I love the car and would reccomend it to anyone!",4.875
22, on 03/29/13 21:27 PM (PDT),rudycassap ,2013 Scion FR-S Coupe 2dr Coupe (2.0L 4cyl 6M),Amazing Car For the Money," Lucky for us, Toyota put this under the Scion brand so dealers cannot mark it up.I live in the Los Angeles area and cars still disappear from some dealers lots in a matter of a day or two. I did accept the fact that the dealer installed Lojack. Got mine in Asphalt Black (dark grey metallic, really) with the rear wing and TRD exhaust installed from the factory. I had test driven a car with the stock exhaust.While the TRD exhaust has a beautiful note, it makes it difficult to have a conversation with a passenger. Still, I would take the exhaust over stock. Seats are supportive and instrument gauges are perfect (very much like Porsche). Car reminds me of a Lotus - light, small, minimalist.",4.75
23, on 08/15/12 19:48 PM (PDT),eperris ,2013 Scion FR-S Coupe 2dr Coupe (2.0L 4cyl 6M),Get it if you want to be actively involved in driving.," The FR-S rewards focused driving. Though it is easy to drive at low speeds and in the city, it really comes alive when you push it along windy roads and at high speed. It is simply the most solid, capable car I have ever driven. If you just want to look good, accelerate quickly and tour around - this isn't the car for you. I also like its small environmental footprint and ultra-sophisticated engineering where it counts. This car has a bleeding edge fuel system, a high performance, but ultra-reliable engine and Toyota/Subaru quality.It is small and lightweight. If you drive thoughtfully, the mileage is about 26 City and 36 highway - much higher than EPA's estimate.",4.875
24, on 07/15/12 23:54 PM (PDT),pukalady ,2013 Scion FR-S Coupe 2dr Coupe (2.0L 4cyl 6A),A real Gem," I owned a 2006 Scion TC that I bought in 2007.Loved that car and was searching the internet for more two door cars and the 2013 Scion FR-S came up and I was hooked.I went to my Scion dealer here in Kahului on Maui , Hawaii on May 25th .They told me the car would debut on June 1.I had to wait a week!June 1st, 2012 back to the dealer I went and three hours later I drove out with the ""whiteout"" color (not a good name for the color, it's a real pearl oyster white).I use ethanol free gas right now and get 35 mpg. I just love the way it ""gets out of theway"" of everyone else .I did get the automatic and won't be using the snow mode.And by the way I'm 67 yrs. old and LOVE my car",5
25, on 06/05/12 21:24 PM (PDT),jlennox ,2013 Scion FR-S Coupe 2dr Coupe (2.0L 4cyl 6M),So Fun Firestorm Red, If you love to drive and your not carrying more than a passenger next to you then this is a superb handling ride at a great price.I could not get out of this car the first two days of ownership. Limited availability but if you find one you like and aren't so concerned about color then buy it. They go fast out the door. I traded my lumbering gas guzzler Tacoma 4X4 and don't have any regrets. took two trips. One to Tucson from Phoenix mostly highway some city and got 33.4 mpg. Then on the second day I got 35.5 mostly highway with a/c on the whole time. That's better than my Yaris! I suppose the aerodynamics help. The seats a snug but comfortable. The pioneer stereo cranks.,4.75
26, on 07/08/16 18:21 PM (PDT),B Hudson ,2008 Scion tC Hatchback 2dr Hatchback (2.4L 4cyl 5M),Not My First Choice But the Better Choice!," In March 2016, I purchased a damn 2008 Scion tC w/5 speed manual transmission. I do not think highly of the dealership I purchased it from but the car has been a great decision so far. I was not comfortable making yet another purchase on a car over 100k miles. The vehicle had 122k when I purchased it and now it is at 128k. I am surprised the car is in almost flawless condition. The body is in mostly good shape. I can tell the previous owner was not the best driver based on a few dings around the body. The rear bumper clear coat is completely gone. I am estimating that I will have to repaint the rear bumper. The car has been in Florida its entire life and I can tell the vehicle has never been waxed...ever. Dangerous never to wax here. I know Toyota and Honda have questionable paint qualities but waxing it once in a while will help! Since I have owned the vehicle I have flushed the radiator, changed the thermostat (no leaking, no overheating), two oil changes, new tires, new brakes and rotors, throttle cleaning. I plan on replacing the spark plugs soon. The only major mechanical issue with the car occurred a few weeks ago after I performed my brake change. The vehicle lost all oil. After running a check, the oil valve cover casket went out. It does not appear to be a common problem based on what I am told but it does happen. I am estimating I does am right at 30 miles per gallon on fuel, higher than EPA Estimates. I am not thrilled with the acceleration of the vehicle but it gets the job done. The manual transmission is easy to operate, mostly smooth shifting. Because of the electronic throttles they use in cars now, there is a slight lag on second gear, be prepared for it if you leave the car off for hours and start driving. The sound system is great, I wish the car had Satillite Radio which may end up installing myself. Except for the basic maintenance I just mentioned, the vehicle has required little maintenance! I would recommend using HID headlights instead of the factory headlights. The factory lights have a limited range. Expect to fill up with $30. Do not expect a racing machine from the tC but it is a fun car to drive, comfortable, not cramped for a two door. I would never bother driving the 4 speed automatic version of this car as it would be boring and full of problems. Stick with the manual, be gentle on it and it will be reliable for a long time.",5
27, on 09/05/14 18:16 PM (PDT),sushi714 ,2008 Scion tC Hatchback 2dr Hatchback (2.4L 4cyl 4A),Well-balanced car for the price," I purchased my 2008 Scion tC brand new in December of 2007 and still feel pretty satisfied with it!  I'm not sure if there was a better deal out there when I purchased this vehicle, but it provided the best balance between price, style, performance, and reliability (knowing that it came from the Toyota family of brands). Still in great condition, so haven't had to do anything except the usual maintenence as suggested by Scion.  Prefer ANT10 series (2009 and previous years) due to change to a more ""boring"" interior with the AGT20 (2010 - current) series.",4.5
28, on 08/12/13 07:12 AM (PDT),iron112 ,2008 Scion tC Hatchback Spec 2dr Hatchback (2.4L 4cyl 4A),Great value for your money - looking for a first car?," The TC was my first car. The TC offers outstanding value for the price.You'd end up paying 3-4k more in other cars for the same features that are present in the TC - all with Toyota reliability. This car is more about a balance of features rather than pure muscle. Despite it's modest engine, it handles well.As a bonus, the TC was made for modders. If you're a modding junkie, and have the money, the TC is your car. Drawbacks - its underpowered - it has a Camry engine. It's peppy in the lower RPM's, but doesnt have true muscle. Its rear door is a pain. The gas mileage is somewhat lacking for a 4 cylinder.But if you can look past these negatives, then the TC is for you. ",4
29, on 05/20/13 03:40 AM (PDT),ken117 ,2008 Scion tC Hatchback 2dr Hatchback (2.4L 4cyl 4A),Cheaply Made," Had a 2008 Scion TC for a bit longer than five years.While not the worst vehicle I have owned, that would be a Dodge, after five years the overall cheapness of the vehicle was starting to show.For example, the rear hatch latch simply broke one day.Another, the paint is so thin and soft it scratches at every opportunity.To be honest, I was happy to be rid of the TC.",2.875
30, on 11/05/11 16:27 PM (PDT),cocacolagrl ,2008 Scion tC Hatchback 2dr Hatchback (2.4L 4cyl 4A),2008 scion tc," The 2008 scion tc is a great car. I have owned it since January 2011 and i bought it with 19000 miles. now almost a year later it has over 30,000. I love to drive it. I bought this car after owning a 1992 toyota camry for 5 years, so this was quite an upgrade for me. It has only been in the dealership for oil changes and a battery change. The only person who doesnt seem to like it is my father. He is tall and he cant really get very comfortable in the front seat. my scion is the azure pearl color which turns alot of heads. its not as sporty looking as some other cars but its good enough for me!the only thing i dont like is the paint is very prone to chipping..",4.375
31, on 10/20/11 10:08 AM (PDT),last_toyota ,2008 Scion tC Hatchback 2dr Hatchback (2.4L 4cyl 4A),Last toyota i'll buy," car had a recall for gas cap 2nd month. Tires are only good on paved roads in the dry and started to separate by 20k. got stuck in the middle of the street with 1/2 an inch of snow. throttle has a delay and a couple times a mind of its own. Finally, at 30k I struck a section of bad rural road and supposedly bent 2 wheels and caused the side curtain airbag to go off, which will cost over $5000 to fix which Toyota will not cover.I had just got new tires the week before and the car doesn't shake or show any external damage. If you live in rural America, don't waste your$. I did file a claim with the NHTSA.",3.125
32, on 07/26/11 17:18 PM (PDT),bradox1984 ,2008 Scion tC Hatchback 2dr Hatchback (2.4L 4cyl 4A),Excellent Car," This car is an absolute great value for what you are getting.For being priced as economically as it is, the vehicle's standard features are great.The standard sound system in the vehicle is particularly high quality.I have had no issues on the repair/maintenance side, a feature for which I was aiming at with this car being manufactured by Toyota.I get absolutely great gas mileage in the car, and even though it is a V-4 engine it does pack a nice punch for a small car. ",4.875
33, on 05/21/11 13:17 PM (PDT),acguy2 ,2008 Scion tC Hatchback 2dr Hatchback (2.4L 4cyl 4A),Oil problems at 47000 miles," I have completly enjoyed my TC, looks great, fun to drive. Bought it new in july of '07. At 4700 miles I noticed the oil light came on. Checked the oil, found it wasn't even touching the stick, but it was time for my warranty oil change and took it in. Told them what was going on. I was told to drive it for half of the normal oil change period and bring it back. It ran out before that time. I took it in, they kept it for about 3 weeks. Said it was the valve stem seals and replaced them. Picked it up ater repair now the car sounds like a little hot rod, and vibrates, took it back, the machines the head, picked it up still sounds like a hot rod, no vibration, took it back, installed new motor.",5
34, on 11/27/10 00:00 AM (PST),A.M. ,2008 Scion tC Hatchback 2dr Hatchback (2.4L 4cyl 5M),Great Car," Purchased the car used with 17k miles on it in February of 2010.  It now has close to 40k and has been great!  Excellent performance for a 4 cylinder engine. The car actually has some torque so its not necessary to downshift every time you come across a hill.  The transmission is a little clunky, and it would be nice to have a 6th gear for extended periods on the highway, but its not enough to take away from the car. Stock tires were junk, but still had a little tread left @ 35k.  Good sound system for a factory stereo, and its nice that its ipod compatible.  Overall its been a great car!!",4.875
35, on 11/19/10 00:00 AM (PST),Deanna ,2008 Scion tC Hatchback 2dr Hatchback (2.4L 4cyl 4A),I Love my car, I'm so happy i bought this car. Its so much fun to drive gotta watch my heavy foot. The car has spunk. The look is stylish but the paint seemed to fade after a few months! My sharp black turned dull. It had a sparkle to start that not so much anymore. Even the dealer told me right off the bat which was much appreciated that the tires will need to be changed ASAP. I was sliding when it was a light rain!,4.25
36, on 09/20/10 00:00 AM (PDT),Ken ,2008 Scion tC Hatchback 2dr Hatchback (2.4L 4cyl 4A),Good Value," Have owned this vehicle for about 2.5 years, with 22K miles.  So far no repair issues. Vehicle is essentially used by my daughter, who is off to college in January. Only complaints are paint does not resist scratches very well and stock tires are simply crap. I guess this is the real cost of having this vehicle being priced quite low in comparison to other similar vehicles.  I do question why a manufacturer would put tires with a tread wear rating of only 160 on a vehicle, the cost of adding better tires would only increase the cost of the vehicle by a couple of $100! The stock tires were Yokohamas - I made sure the replacement tires were not!",3.75
37, on 08/24/10 10:43 AM (PDT),LAMich ,2008 Scion tC Hatchback 2dr Hatchback (2.4L 4cyl 4A),Falls apart," I've owned this car for more than 2 years and there always an issue.  The original tires made the car lower than my previous car.  So when I park head on, the high curb started pulling out the undercover.  Next thing you know, my entire bumper is messed up because its attached to the undercover.  A few months down the road, I had to replace all 4 tires after 35K miles.  So when I finally fixed that, I hit a garbage bin which knock off my passenger side mirror.  Then a couple months, the car wash ""professional"" managed to  break off the rear hatchback garnish/handle when he cleaning the back. Next thing you know I hit a gutter/driveway and my undercover is bent.  This car has been a headache.",3.75
38, on 08/10/10 14:07 PM (PDT),Guitarshifter ,2008 Scion tC Hatchback 2dr Hatchback (2.4L 4cyl 4A),So far so good," Toyota makes great cars, and this is no exception. I live in the desert with over 100* on most days in the summer and this vehicle has NO problem driving in hot weather. A very powerful 4-cylinder acts as if it has a 6-cylinder under the hood. Hills and mountains are no problem for this car, it can zip around corners. Changing the oil is a breeze! The oil filter is right next to the drain plug on the front passenger side, thank you Toyota for thinking of the ""do it yourselfer"". ",3.75
39, on 08/05/10 14:45 PM (PDT),Steve ,2008 Scion tC Hatchback 2dr Hatchback (2.4L 4cyl 5M),Scion Tc's need rear windshield wiper," I love my car..Nothing but routine maintenance for my Tc. No problems what so ever after 2 1/2 years of ownership. Will probably buy a new battery for her. The only thing that scion forgot to put on these cars was a rear window wiper/sprayer assembly. Other than that, ,everything has been great. I would not mind having a 6th gear on this manual transmission. And scion, ,please put a short throw shifter in during assembly, ,with a shorter height to shift lever also. No need for a truck like shifter in a sporty car as the tc. That is why I lowered mine. Great car and will buy again when that time comes. ",5
