,Review_Date,Author_Name,Vehicle_Title,Review_Title,Review,Rating
10, on 07/23/11 17:32 PM (PDT),olds98 ,1999 Oldsmobile Intrigue Sedan GX 4dr Sedan,intrigue," the oldsmobile intrigue is a good car. But it has its downs too. i like this car cause it looks good, it fits 6ft tall adults comfortable in every seat. when someone backed up on me and it was a big jeep and it didnt do anything to my car. and it has lots of power in it, for a big car it tops out at 130 mph. for my car i only had to replace the window motors, blinkers, flywheel, and a oil leak, and thats all. its also good on gas 30 to 35 mpg on highway.",4.25
11, on 03/23/11 19:03 PM (PDT),idiots ,1999 Oldsmobile Intrigue Sedan GL 4dr Sedan,OldmoJOKE," Whoever came up with the vehicle assembly on this car should be punched square in the pants. No matter what you need to get to on the car, there's something in the way. I have to fix something in it at least every two weeks. The struts have gone out twice since i got it 3 years ago. All in all, I would suggest staying as far away as possible.",2.75
12, on 06/07/10 23:19 PM (PDT),Bill215 ,1999 Oldsmobile Intrigue Sedan GL 4dr Sedan,Best Ever," Bought this former rental with 29,000 on it and have never regretted a minute of ownership.  Repairs have been replacement of turn signal bulbs and driver's side window motor (80,000 mi.) It is a pleasure to drive on highways or twisty back roads. The 3.8 engine is smooth and has never given any trouble.  It's only 195 hp, but always feels stronger.  When it had 80,000 mi. on it, I took it to LA and back (1100+ mi.) and it averaged 31.5 mpg. at Interstate speeds.  Did another 1100 mi. jaunt to AZ five months ago and did almost as well on gas. I've owned them all, foreign and domestic, and this is the best.  GM was nuts to stop production. ",4.75
13, on 05/21/10 07:20 AM (PDT),Joe ,1999 Oldsmobile Intrigue Sedan GX 4dr Sedan,My Oldsmobile Intrigue Experience," This car could well be the unsung hero of the Oldsmobile division. I received this car when my grandmother passed away, and so far, it is the best car I have driven. The car has the 3800 Series 2 (L36) engine, with the 4T65E transmission. The engine can be quiet, or aggressive sounding when wanted, the transmission can shift smoother than my dad's Lexus. I was hit at 25 mph by a truck, and the only thing damaged, was a cracked taillight and an inch scratch on the bumper. This car is the safest, most reliable car I have ever driven. Perfect for a teenager. It is a beautiful car. If I had the money, I would buy another one. Just follow the maintenance schedule, and this car will last 200K+ miles",4.5
14, on 04/07/10 10:47 AM (PDT),El Manuel ,1999 Oldsmobile Intrigue Sedan GLS 4dr Sedan,"Mostly great, with a couple issues"," I love this car, I've had it for 8 years and have only had minimum repairs required. One problem is that they seemed to make the power window assemblies poorly. The metal chord attached to a pulley and motor snaps in cold weather. I've replaced 5 in my car. another problem is the vinyl where the passenger airbag is seems to be coming apart. Other than that its a great car. Comfortable, pretty decent gas milage for a 6 cyl, handles very well. If they still made these I'd buy a brand new one. ",5
15, on 03/12/10 06:33 AM (PST),George ,1999 Oldsmobile Intrigue Sedan GL 4dr Sedan,Do not buy!, The plastic trim under the doors holds water and the frame rusts. I probably knocked off ten pounds of rust this past week. I get about 15 mpg in the city and 19 maybe 20 mpg on highway. The crankshaft sensor went out after a month or two after I bought it. Friends who have the same car tell me they have to replace theirs about once a year. They cost around $60 so its not an expensive fix but it adds up year after year. The car just wasn't designed very well. Especially for rust. I can't even jack my car up to change a tire because the frame will bend and crack from all the rust. Do not buy. Spend a little more on a better car. Like a Honda. This car is a waste of money,3.125
16, on 07/23/09 14:51 PM (PDT),Rocketfxr ,1999 Oldsmobile Intrigue Sedan GLS 4dr Sedan,My Favorite Car," I purchased a 1997 Olds Intrigue GL Basic with no bells and whistles back in 1999. It had been a former rental car with 23K miles, so it had been ""well loved"". I put over 120K on it myself. 3 years later I found another 1999 Intrigue GLS with low mileage, Leather interior, Bose Stereo, Power seats. I have put over 100K on this car. I had to replace the engine at and rebuild the transmission at 120K.  It was worth the cost, the car is so nice to drive and it really moves! GM really messed up discontinueing this line.",4.875
17, on 07/12/09 01:39 AM (PDT),Phyllis ,1999 Oldsmobile Intrigue Sedan GL 4dr Sedan,Great Car, We brought this car in August of 2004 because of the price and the financing on it was in our price range. It has been one of the best cars we have ever owned. Very few problems and nothing major has gone wrong with it. It runs great and get great mileage. We are still driving it and still love it. ,5
18, on 05/11/09 20:26 PM (PDT),mboily ,1999 Oldsmobile Intrigue Sedan GL 4dr Sedan,Can' never go wrong with the 3800!," 6 Years and 70,000miles since I bought this 38,000miles used car. First off, I was a young sales rep when I got the car back then and the reason was because it was the only car I've tried under $12K that I felt very comfortable in. I'm 6'4"" and no other car offer this type on leg and head room. I also wanted to another 3800 motor. I didn't have to any troubles with the car, the sterring colomn was the biggest issue I had when I got it at 40Kmiles, it was replace under warranty since then They have made a call back on that issue. I've just changed the rear suspension abd battery. I also had to change one interior fan motor ar 80Kmiles. I had 3 sets of brakes an rotors in total.",3.75
19, on 04/13/09 18:13 PM (PDT),Lyn ,1999 Oldsmobile Intrigue Sedan GL 4dr Sedan,Ten and I still love her!," She has almost 160,000 on her, a few little patches of rust, have had to replace 2 sensors, and have had a few problems..her interior is getting worn, right blinker stops working when ya slam the hood too hard.....but this little car can still go from 0 to 60 in seconds! Everyone laughs until they drive her.  I love this car, it's been faithful, best I have ever owned...and still driving it 9 years later!",4.875
20, on 03/19/09 20:08 PM (PDT),Tropycsman ,1999 Oldsmobile Intrigue Sedan GX 4dr Sedan,Old Dependable," I bought this car used as a rental.  I maintain it well.  The mileage has been very punishing city driving 95% of the time.  I average 16mpg city and 27mpg highway.  Other than an issue with the brake proportioning valve, the car has been very dependable.  It is my ""beater"" and keeps on ticking.  The performance aspect has been very surprising.  With the right tires the car handles well in the rain, snow, and, of course, dry conditions.  Acceleration is good with lots of low end torque (3.8L V-6).  Interior is comfortable and roomy but plain.  This car is a keeper.",4
21, on 03/10/09 11:12 AM (PDT),Mike ,1999 Oldsmobile Intrigue Sedan GL 4dr Sedan,The Oldsmotrigue," Well, it's official now, my car is 10 years Olds!! It has 128000miles on the odometer and the way it feels, it could take another 100000. I have the 3.8 version. I had a buick T-Type before with the same motor and I sold it with 145000miles on it. Since I have it I've had the regular maintenance and parts replace from wear and tear, nothing more. Since i'm young (early 30's) my generation is too familiar with keeping a vehicule or buying American for that matter, I always under pressure to change it for an Europeen model! But since this one is paid for and is running in good order I will keep it and perhaps get a BRAND NEW SPORTS CAR!! (pronouce like Bob Barker would) THE 2010 CHEVY CAMARO!",4
22, on 01/22/09 15:56 PM (PST),biglakemi68 ,1999 Oldsmobile Intrigue Sedan GLS 4dr Sedan,No regrets," I have owned three Cutlasses ('68, '71 and '80), an Alero, an Aurora and a LSS 88 and this has been my favorite Olds. Right now I have 175K on the original motor and tranny and can still pull 100+ mph speeds on closed track. Reliability has been excellent. Repairs have all been within reasonable parameters for a car of its age and mileage. She's starting to show her age cosmetically, but still rides like a dream and runs like a rocket. Love the control placement, cabin ergonomics and handling.",4.5
23, on 01/12/09 06:57 AM (PST),mikey ,1999 Oldsmobile Intrigue Sedan GL 4dr Sedan,This Car Has Given Me Lots Of Problems," I've had this car since a year ago and when I bought it for $2,000. I thought I was getting a steal. Until I drove it al ot and gave it a good test run. Since I've had it I've had too fix the power steering, the timing belt, crankshaft, and the starter. Now I am currently taking it into the shop to get it looked at because yesterday it just died as I was going down the road and when it happened I lost all of my acceleration and it slowly died in the parking lot, now when I try to start it it sound like the starter is spinning but it's just not catching. This car is great! But it also comes with its grief and you'll spend a good amount of money on it.",4.25
24, on 01/04/09 11:35 AM (PST),Fandor ,1999 Oldsmobile Intrigue Sedan GL 4dr Sedan,Don't Be Fooled," I have owned my iIntrigue since 2001. In 2003 had to have the motor replaced due to some annomoly that was known by GM about the balancer rod in the block. 2008 had to replace the engine again. 2 months after replacing engine, had to replace the transmission. Have had to replace every power window unit in the car and getting ready to replace another one. In cold weather the power fluctuates up and down causing the lights to dim. Heater fan does not work correctly. Power steering has failed, and that is no fun to replace. Two oxygen sensors. This car is the reason that foreign cars are selling so well in America.",3.125
25, on 01/02/09 11:39 AM (PST),Erin ,1999 Oldsmobile Intrigue Sedan GL 4dr Sedan,Wish I didn't have to say goodbye," After 8 years with my Intrigue, I am sad to say goodbye to it, but must due to the increasing repairs I have to make to it. At 40,000 miles, I had sensor issues. At 60,000 miles, I had all hub bearings go out. Now at 130,000 miles I have had alternator, a/c and more sensor issues, a broken fuel gauge, engine mounts replaced, and now a coolant leak that will cost $1000 to fix simply because of the cost of parts for this car and the difficult accessibility to certain areas. I adore the horsepower and performance of the car, but just can't keep up with $4000/year in maintenance costs.  ",3.125
26, on 11/21/08 11:02 AM (PST),johnryan1077 ,1999 Oldsmobile Intrigue Sedan GLS 4dr Sedan,Should have gotten rid of Buick," I have owned my 99 Intrigue for 2 years and it only has 78,000 miles on it and it drives like new. I realize it is going to be 10 years old next year but it drives so well and its looks stood the test of time. I have the 3.5 liter engine and it cooks on the highway. I think GM made a mistake buy getting rid of Oldsmobile instead of Buick. How many ten year old Buicks do you see on the road compared to Alero's and Intrigues. Great vehicle!",4.625
27, on 11/19/08 20:02 PM (PST),Paul ,1999 Oldsmobile Intrigue Sedan GL 4dr Sedan,Five  Years and Still Going Strong!," I bought this car about 5 years ago with 82,000 miles on it and I am still in love with it. I have only had one problem which was the drivers window motor and track broke. Probably because I eat so much fast food and use it way more that average. It is very spacious and comfortable except on long road trips the seats become bricks. It now has 142,000 miles on it and I have had to replace some of the suspension because of normal wear and tear. The engine and transmission have been perfect despite claims at the dealership that the tranny has a bad reputation just to sell me a warranty which I refused. It picks up speed very quickly and has 215 HP whith 3.5L which is much better than the 3.8L!",4.75
28, on 10/04/08 12:54 PM (PDT),Jay ,1999 Oldsmobile Intrigue Sedan GL 4dr Sedan,I miss my Intrigue.," Best. Car. Ever. I had this car since 03 and it never failed on me. I got 200,000+ miles on this car and it would have been more had I not gotten into an accident. It would have been 10 years old next year and it was still running great. The interior is great and I was glad to drive a car that looked like a car, rather than some boxy car like the Prius or Malibu. Also, another reason why I like this car was because I was able to drive it through the mud (I live in a rural area) and there was nothing like going into town and driving next to a pathetic hummer that never touched dirt -- this is why the Intrigue rules!",4.875
29, on 09/28/08 15:42 PM (PDT),MixedEmotion ,1999 Oldsmobile Intrigue Sedan GLS 4dr Sedan,Keep it for its size," I bought this car 2 yrs used, and it now has almost 160k miles on it.  Before I go negative, this car is a hoot to drive!  It sticks in the curves, and has big mirrors and reasonable acceleration.  80 mph is like standing still.  Mine is on the 2nd engine and 2nd ABS module, the back window machines are busted, and some think it is more trouble than its worth.  This time its a water leak from the intake cover.  I think this year I will have put over $1500 into repairs (including that ABS and break overhaul, and what I expect from this leak).  I may also need a mass air flow sensor.  My mechanic loves to see it coming.",3.375
30, on 08/07/08 10:35 AM (PDT),Blondie ,1999 Oldsmobile Intrigue Sedan GL 4dr Sedan,Intrigue 3.8 6 cylinder," Still driving her after 7 yrs, I bought her with 33,000 miles and she is still running after 137,000. I give her regular oil changes, & normal wear & tear, brakes, rotors, & struts. When she reached 120,000 after her tune up she started to need a little more work done.  In the past year I've replaced the fuel filter, oil pan, battery, both (R)and(L) cv joints. Which I didn't need to replace. I had a clicking noise when I would turned (R) only, so after the 5 mechanic it ended up being my starter, the spring in the starter wasn't sitting right so every time I turned (R) it would hit the fly wheel. I just did my own brakes & rotors this time. So shes ready to go for another 100,000. ",4.5
31, on 08/06/08 07:38 AM (PDT),Ann in Tenn. ,1999 Oldsmobile Intrigue Sedan GL 4dr Sedan,Love it and would buy another!," This has absolutely been the best car I've ever owned!  It now has 221,000 miles and still runs like a new one.  With regular maintenance the 3.5 engine has never given a problem.  The only problem was the fuel pump failed in the 2nd year but warranty covered it.  Like other folks said, GM should have kept making these jewels.  It's fun and sporty to drive for a family car.  I've had the foreign made cars but I'm sticking to American made from now on!!!  ",5
32, on 07/08/08 16:04 PM (PDT),cliftsnew ,1999 Oldsmobile Intrigue Sedan GX 4dr Sedan,Dependable Car," I purchased this vehicle July 2004, and it has been a great vehicle. I purchased the vehicle with 73,000 miles on it, and it now has over 170,000 miles on it. The only problems I have had were with the brakes, because of exposure to the elements. Besides this I have had no problems. I use Mobile 1 synthetic oil, so tried to maintain it. Word of advice when you need to replace oxygen sensor do so immediately otherwise you may have to pay in the long run. I did not change mine for almost a year and it made other problems arise, but not till now, so I think this has been a great vehicle. If you find one  used purchase it as soon as possible.",4.125
33, on 06/28/08 02:01 AM (PDT),hr ,1999 Oldsmobile Intrigue Sedan GL 4dr Sedan,Olds but not forgotten, This is a great all around car. It is midsize and not too big or too small. It has split folding rear seats to haul bigger objects. It gets 22 miles per gallon of reg. fuel.,5
34, on 05/29/08 10:53 AM (PDT),Tiffany ,1999 Oldsmobile Intrigue Sedan GL 4dr Sedan,Good Car Overall," Originally bought the car with 36K on it and now at 170K I can't really complain.  I haven't had anything major wrong with it, just normal maintenance fixes so far.  The one continuous problem that I am having is that the light in the front blinkers keeps going out.  I just quit having it fixed. ",4.875
35, on 02/05/08 06:34 AM (PST),Steve ,1999 Oldsmobile Intrigue Sedan GL 4dr Sedan,1999 Oldsmobile Intrigue GLS Sedan," I've had this car eight years now, and I'd swear it still drives like it did when we bought it. Handling is sharp and precise, the 3.5 L engine is serious fun to drive. It still gets 28 mpg on the highway. I am still smile every time I get into it and I think that says a lot. It's just too bad GM killed this car & engine. I've had one problem with it; the crank shaft position sensor went out around 60,000 miles, I replaced it for $125, everything else has been regular maintenance. What has made an impression on me, it has been in the body shop a couple times, the men that worked on it mentioned how well this car was built. I plan to drive it until it hits 200K.",4.875
36, on 01/20/08 11:11 AM (PST),bayview6 ,1999 Oldsmobile Intrigue Sedan GLS 4dr Sedan,"The ""Trigue is the Greatest!"," Sure, I've had to replace the crankcase sensor and a couple of front wheel hubs, but I've really gotten my money's worth from my Intrigue. Now at 100K miles (bought new) and that includes plenty of severe service of driving for less than 1 mile, the car drives ""almost"" like new.  Will change the spark plugs for the first time in a few weeks. I have maintained the vehicle reasonably well, probably better than most people.  Plan on keeping it for several more years since its fuel economy is outstanding given its performance, everything on the car works, and its body styling only gets better with age. I'm very glad I bought it.   ",4.75
37, on 11/29/07 16:37 PM (PST),Divad ,1999 Oldsmobile Intrigue Sedan GL 4dr Sedan,Familiarity...ouch.," Great acceleration. It's so quiet that I forget if it's even on when I'm parked. But, as someone has said before me, the ABS, power steering and shock system all have problems. A lot of knocking around and a very stiff drive. I took mine in to get it inspected, and it passed with flying colors, but I still have problems with the suspension and a horrible wobbling with the ABS. Also, the power steering somehow affects the drivability and acceleration around corners-in a bad way. ",4.375
38, on 10/16/07 11:09 AM (PDT),Woodbed ,1999 Oldsmobile Intrigue Sedan GL 4dr Sedan,The Olds-motrigue!," Well, this is the fifth year I've been driving this car and I've put 60,000mi on the V6-3800. I've bought it used with 32,000mi and I've had one major problem with the steering column when I first bought it (under warranty replacement) Since then only regular maintenance, I've changed the battery, 3 changes of brakes, one ventilation motor(squeaking), bought one set of winter tires and I'm still running on the same Goodyear LS that came new with it. I'm 33yr, 6'4""-200pd and this was one of the few cars that I was comfortable in for my budget. I don't regret it at all. This is my 2nd 3800 and they are reliable/strong motors but they do drink oil. Good fuel economy if you know how to drive it",4
39, on 09/30/07 20:50 PM (PDT),Brandon ,1999 Oldsmobile Intrigue Sedan GLS 4dr Sedan,Excellent car," Bought this car 5 months ago with 73,600 miles and now has 82,200. Runs like a brand new car. Impressive gas mileage for a V6, 25/city and 28- 31/highway. Excellent acceleration and passing power. Very roomy. Quiet and comfortable ride. ",4.625
40, on 04/17/07 23:28 PM (PDT),Kevin ,1999 Oldsmobile Intrigue Sedan GL 4dr Sedan,Reliable with regular oil changes," Bought this car used with only 7,400 miles on it. I now have 86,000 miles on it and it still runs great.  ust follow the maintenance schedule and you'll be fine. I've had to replace the battery twice. But no other issues or extra costs. Changed the oil between 3K and when the change oil light came on. I have to make sure I check the oil levels regularly since it uses about a quart in between every oil change. Comfortable, powerful, and good stock speaker system. Handles smooth and predictable.",4.125
41, on 04/12/07 17:41 PM (PDT),OwnedEmAll ,1999 Oldsmobile Intrigue Sedan GL 4dr Sedan,Like a Vette," I've owned cars for 55 years and none has given me more all around pleasure than this car. On twisty two-lanes or the interstate it has been great. It handles much the same as my '66 Vette coupe, without the 350 hp of course, and the V6 3.8 liter engine is strong, smooth and bulletproof. Maybe the 3.5 could be better, but I don't care.",4.375
42, on 03/12/07 07:24 AM (PDT),Michelle ,1999 Oldsmobile Intrigue Sedan GL 4dr Sedan,"Fun to Drive, but not Reliable"," This is a stylish car that is fun to drive, but it's not reliable.  First, all four of the power windows quit working.  Then the regulator broke in ALL four windows so the windows would not stay up.  Now the A/C is on the fritz and it has had numerous electrical problems that are extremely expensive to fix.  The cruise control no longer works and the driver's side sun visor broke so it no longer stays up.",3.25
43, on 01/19/07 14:08 PM (PST),mother48433 ,1999 Oldsmobile Intrigue Sedan GLS 4dr Sedan,One of the Best Cars I Have Owned!," This car gets good gas mileage and responds quickly when accelerating, which makes it fun to drive.  It has never failed to start and is very dependable.",4.5
44, on 10/23/06 18:02 PM (PDT),Mike  Olesky ,1999 Oldsmobile Intrigue Sedan GL 4dr Sedan,What a Piece of Junk!," My Intrigue has a leak from oil its pan. The dealer replaced gasket, and it still leaks. They refused to redo the repair.  The inlet manifold failed, there was a coolant leak.  I guess that this is a common problem for GM. It also failed on my S10. Thanks GM for testing plastic inlets on the public.  attle from rear. Dealer couldn't find  Had to replace valve cover gaskets.  ABS valve body failed at 50000 miles.  Steering shaft problem. Dealer fixed.  Rack & pinion leaked. dealer fixed  Stereo failng. dealer said ""common problem""   Overall noisy ride, clunks and rattles.  Sway bar broke, for no good reason, at 60000 miles. Didn't hit a pothole or jump a curb.  This is my wifes car and I took good care of it. Car was never abused. Over all just a piece of junk. ",2.625
45, on 07/03/06 08:38 AM (PDT),debbie ,1999 Oldsmobile Intrigue Sedan GLS 4dr Sedan,Oldsmobile Intrigue, I have driven my Oldsmobile Intrigue to many different states.  It has a very comfortable ride and handles very well.  It also has good acceleration and gets good gas mileage - I get around 24 mpg even after having it for 6 years.  I have had very few problems with it.,5
46, on 06/20/06 21:58 PM (PDT),OldsKidd ,1999 Oldsmobile Intrigue Sedan GL 4dr Sedan,I miss the 3.5," My parents bought their '99 Intrige GLS with 27,000 miles in 2001.  They've driven it to Mexico once, and to Michigan countless times.  It's proven to be as reliable as their Toyota Corolla.  It now has 100,000 miles and it still runs like the day they bought it.  Regular maintenance is all that has been needed.  The seats are comfy and the dual zone climate control is great as my dad is always cold and mom is the opposite.  They're thinking of getting another car, but why?  If anything they'd get a used Aurora with the same bulletproof Northstar based 3.5L V6.  GM made a big mistake dropping Oldsmobile and the 3.5L and 4.0L engines.  They should've kept the lineup, or at least put the engines in Buick.",5
47, on 06/18/06 13:13 PM (PDT),crawdaddy753 ,1999 Oldsmobile Intrigue Sedan GLS 4dr Sedan,Olds to the Rescue," I purchased this vehicle as a replacement for my Olds Cutlass Supreme convertible which I would've kept except for its poor reliability. I was very surprised how well this Cutlass replacement performed, how comfortable it is, by the superb Bose sound system, excellent gas mileage, and ton of room. I have had only one annoying problem, it's tendency to not start on rare occasions (security light was blinking) but it did start after about 15 minutes. If anyone knows what may cause this please email me, thanks.",4.75
48, on 05/04/06 22:47 PM (PDT),robert kramer ,1999 Oldsmobile Intrigue Sedan GX 4dr Sedan,1999 Intrigue," The Oldsmobile Intrigue is a great driving car.  I still like driving it.  It looks like a bigger version of the Acura TL.  It makes the TL look chincy to me.  I am averaging 21-22 mpg.  It does not burn oil.  Why didn't GM promote this car?  I have friends (Toyota owners) that are impressed when they are passengers and can't believe that an American (GM) car drives this well. If the new Impala SS is this good, I might buy one.",4.875
49, on 03/23/06 16:59 PM (PST),Josh ,1999 Oldsmobile Intrigue Sedan GL 4dr Sedan,Beware of the Intrigue!," This car is a nightmare, a money pit!   The engine knock 3.5 litre aluminum motor is a piece of junk.  It is a non-rebuildable motor and the GM replacement costs $4,500!  I have been experiencing iIncurable front-end vibrations, an uncomfortable interior (the armrests are from hell), horrible gas mileage, an uncooperative climate control system, and a painful sounding stereo.  It had power when I first bought it, but now it is a dog.  It burns dirty, there is always soot on exhaust tips.  It is probably losing compression.  At least it looks nice.  Please, if you are thinking about buying this car...RUN!  Run the other way and don't look back!",1.5
