,Review_Date,Author_Name,Vehicle_Title,Review_Title,Review,Rating
10, on 05/21/09 10:11 AM (PDT),Barbara Robinson ,2008 smart fortwo Convertible passion cabrio 2dr Convertible (1.0L 3cyl 5AM),2008 Cabriolet," I love this car. Even though there is a jerky shift between 1st & 2nd gears, it's not that bad. The gas mileage has been great (38-45 mph). Most of my driving is around town but I have traveled on the highway. The space inside is surprisingly roomy. My husband and I are both tall and I have to pull the seat forward. The convertible allows you to fold partially or totally down.  I like that feature.  ",4.75
11, on 04/12/09 18:11 PM (PDT),Doublesmart ,2008 smart fortwo Convertible passion cabrio 2dr Convertible (1.0L 3cyl 5AM),Love My Smart Converitble," I drive 8 miles to work and around town generally but have made long distance trips on the freeway and found it no different than my large volvo as far as feeling secure in the driving experience.  For a 4 cylinder it has a lot of pick up.  I tend to put the pedal to the metal and I am not disappointed in its take off from a stop at intersections.  Of course, my driving style does mean that my fuel economy is not as good as what is advertised.  I get about 30 to 32 in town but 40 on the freeway over long distances.",4.875
12, on 04/03/09 07:17 AM (PDT),Alan Griff ,2008 smart fortwo Convertible passion cabrio 2dr Convertible (1.0L 3cyl 5AM),smarter than you might think," Unlike shopping for other vehicles, in choosing a smart, you decide on what you don't need.  Do you need to chauffeur people?  Do you need to buy fuel frequently?  Do you need to spend time looking for a parking spot?  Do you need zippy acceleration?  Do you need trunk space that will hold more than a suitcase or two?  If you answered, ""No,"" to one or more questions, then the smart deserves consideration.  Yes, the ride can be poor to fair, but the very comfortable seats make up for a lot.  Yes, the transmission doesn't shift that smoothly, but it can be described kindly as ""easy going.""  It's okay in the city, and on the highway, once you're up to speed, does it really matter?  I love it.",4.5
13, on 02/28/09 14:21 PM (PST),Red Fred ,2008 smart fortwo Convertible passion cabrio 2dr Convertible (1.0L 3cyl 5AM),Think Outside the Box," Bought for our daughter who is 15 so that she can learn to drive and take it to college.  I drive it now almost every day and will miss it when she gets her license.  Solid, practical, great handling, efficient, peppy car to drive",5
14, on 12/17/08 20:30 PM (PST),dwr ,2008 smart fortwo Convertible passion cabrio 2dr Convertible (1.0L 3cyl 5AM),better than you think it would be," This car is amazing, my fuel cost is average $13.00 every two weeks and the maintenance is so minimal I keep thinking I am missing an oil change. Once a year service and oil change, quality construction and materials and a convertible with heated seats is a huge plus. ",5
15, on 12/13/08 18:53 PM (PST),T.E.Montecillo ,2008 smart fortwo Convertible passion cabrio 2dr Convertible (1.0L 3cyl 5AM),Smart Fortwo Passion Cabriolet.," I received my new Smart Fortwo Passion Cabriolet on October 26,2008. It was a warm and sunny afternoon (for Michigan) On my drive home from the dealership I reached 82 MPH on the freeway and felt comfortable and safe. Once at home I felt like a celebrity as many people approached me to ask me about my new car. In fact wherever I go people stop me to ask about the car. I always tell them that the car handles well in every weather situation I have encountered so far, I have been averaging 35.9 MPG, And my commute to work is 19 miles. Also I work in downtown Detroit and finding parking can be difficult at times. However I have been able to park cheaply or even free on many occasions. SMART USA ",4.625
16, on 12/04/08 12:35 PM (PST),gitlaw ,2008 smart fortwo Convertible passion cabrio 2dr Convertible (1.0L 3cyl 5AM),Fun to have your arrival announced," Wherever you go, you can hear people announce your arrival (""Smart car!"").  That aside, the car has unexpected power on the highway.  This car, like a small dog, doesn't know it's small. Love the convertible top, though, which can open and close at any speed.  Mercedes technology makes the car very quiet with the roof up compared to other convertibles (like the noisy Miata, for example).  You get used to the upshift from 1st to 3rd, although my spouse prefers to use the paddle shifters for a smoother transition.",5
17, on 12/03/08 17:11 PM (PST),kdb ,2008 smart fortwo Convertible passion cabrio 2dr Convertible (1.0L 3cyl 5AM),the Helmet," We adapted an orphan and love it, we call it the helmet because we think it looks like a football helmet and we feel safe in it so it protects us like a helmet.   My husband and I are neither one small people and we feel very comfortable in the car.   The only thing that is sometimes uncomfortable is that people always stare.  I feel like I am speeding all the time. ",5
18, on 11/15/08 14:58 PM (PST),Lexe Payne ,2008 smart fortwo Convertible passion cabrio 2dr Convertible (1.0L 3cyl 5AM),Gouged by dealer of love car, I find out after the fact that the dealer misrepresented the cost of accessories and pocketed a lot of extra money. The car is wonderful to drive and is extremely comfortable and easy to get in and out of. The quality of the car is extremely good considering the cost. It is the old VW bug mentality with a 20th century need for speed and room and comfort.,4.875
19, on 10/08/08 17:27 PM (PDT),william ,2008 smart fortwo Convertible passion cabrio 2dr Convertible (1.0L 3cyl 5AM),fatter tires," love the car, mostly,except the jerking transmission, and the ROUGH ride.  I think it need fatter tires to soften the ride over rough areas, like rail road crossings, and pot holes, etc.  A speed control would be nice, too. Now take a look at the sun visors, too small & try turning them to the left, hmm, room inside is great,style is great, & I would love it more if the ride were smoother. I like the attention. Get one.",4.75
20, on 10/01/08 22:43 PM (PDT),Kliegmite ,2008 smart fortwo Convertible passion cabrio 2dr Convertible (1.0L 3cyl 5AM),The Start of Smart," I first saw Smart in Rome. I was convinced that it would be hot in America. Now that I own the 'Americanized' version, it is clear - this car will be Hot in the USA. Solid, Reliable, Convenient, comfortable, practical, attractive, interesting, and it keeps up with the rest in a respectable way. Smart is here. Finally. A truly innovative car in the US market.   Once it starts marketing to the young crowd - look out. It's the next fad. Beyond the VW. ",4.5
21, on 09/22/08 19:42 PM (PDT),cablvr ,2008 smart fortwo Convertible passion cabrio 2dr Convertible (1.0L 3cyl 5AM),Weekend transportation," It has been almost 2 weeks since I picked up the beast. Got about 42 MPG on the 1st tank, while showing a drop for the 2nd tank. Semi-auto tranny is somewhat abrupt. Engine is a bit noisy. Great highway stability at 50-65 MPH - did not feel any drift. Lots of questions about the make (manufacturer) from curiosity seekers. Wish I had handfuls of brochures to use as promotional tools.",4.375
22, on 09/22/08 17:38 PM (PDT),~T~ ,2008 smart fortwo Convertible passion cabrio 2dr Convertible (1.0L 3cyl 5AM),"Teeny Tiny, just my size"," I love my Smart Cabrio. I even get the ""motor cycle"" wave from passing cycles, Can you believe it? It handles well, the steering is tight and responsive. It is peppy, even going up hill with the AC on at full blast. I couldn't even get do that in my Jeep(V6) w/o some form of hesitation.My Mom calls it a ""guy magnet"" everywhere I go, they want to talk about the car. ",5
23, on 08/27/08 14:30 PM (PDT),shawna ,2008 smart fortwo Convertible passion cabrio 2dr Convertible (1.0L 3cyl 5AM),Big Fun - Micro Car," This car handles well at any speed. Minimal noise and sturdy drive. Due to the lighter weight of this car, you may feel the wind during a VERY windy stormy day, but not while passing semi's. Feels like an average size car, taller than most sedans. Plenty of power and fun to drive. And get ready to make some friends at every stop light and gas station, I picked up SmartCar brochures to hand out! I always have enough room in the trunk area for grocery shopping.",5
24, on 08/26/08 19:36 PM (PDT),DAVID WAYNE ,2008 smart fortwo Convertible passion cabrio 2dr Convertible (1.0L 3cyl 5AM),Best car I ever had.," You will not believe how this car gets better as you drive it. I now have 3,500 miles and it drives better, faster and gas is 47.5 per gallon in town and no problems  with anything. Very comfortable on the road and roomy inside. Gear shifting in manual is flawless. I love this car!",5
25, on 08/26/08 06:15 AM (PDT),Pappy704 ,2008 smart fortwo Convertible passion cabrio 2dr Convertible (1.0L 3cyl 5AM),Little Red SmartCar (driving in MN)," I had never touched a Smart before getting my little red convertible. I am 6' 4"" and was concerned about fitting in a little car. I was extremely pleased with the tremendous amount of room in the cabin. My knees comfortably fit under the dash. My wife had to laugh once she got in. The ride with the top open is fantastic. I was amazed with the headroom with the top closed. The mileage has been terrific in town where I regularly get 41 mpg. I had to chuckle with my first fill up of 3 gallons after my 1st 130 miles. The car drives well on the highway and over distances. My foot got a little heavy on a highway and I opened it up to 95. It's a great commuter car and a ball on the weekends",4.5
26, on 08/13/08 12:05 PM (PDT),GWE ,2008 smart fortwo Convertible passion cabrio 2dr Convertible (1.0L 3cyl 5AM),A little EU in MN," After seeing the Smart in Europe for years, I was pleased when mine came (as an orphan car).  I have never experienced less than 40 MPG in city and freeway driving. Poor Mileage. The upright seating is remarkable.  Tested a Honda Fit, the seating was low and uncomfortable.  Although not a high performance machine, it's very peppy even at freeway speeds. I was surprised at the space behind the seats with the two-way opening rear door lets you put even tall things in upright.  Electric top is great, with windows up it has minimal wind whipping around.  Very fun to drive.  Can go anywhere without people with questions, one person followed me home to ask about it. (yes it was annoying)",4.625
27, on 08/09/08 21:07 PM (PDT),Dagmar A ,2008 smart fortwo Convertible passion cabrio 2dr Convertible (1.0L 3cyl 5AM),Fun for 2, We have just got the fun car 10 days ago and a lot of heads turned. We park the car in the drive way and strangers came up to us and wanted to see the car so we showed them the fun car and let them sit in it and they were all surprised how big it is inside and the seats are comfortable they like the color ( red and black trim). When you take the fun car anywhere be ready for extra time because people want to know everything about it. I love to drive it and my husband does to. I think everyone should test drive one. Thanks dagmar,4.875
28, on 08/04/08 16:03 PM (PDT),ekaJ ,2008 smart fortwo Convertible passion cabrio 2dr Convertible (1.0L 3cyl 5AM),Great City Car, This car is a great city car parking in place where other drivers wouldn't dream of parking. It is fun to drive and drives great in the city. It isn't as much fun on the highway. It may look small but you forget that you are in a car that small when you are sitting in it. Overall the car is great. ,4.5
29, on 07/25/08 18:27 PM (PDT),david wayne ,2008 smart fortwo Convertible passion cabrio 2dr Convertible (1.0L 3cyl 5AM),Brilliant design and practicality! , Drives great on the highway. Gas economy and driving capacity is under rated on car reviews. Averaging 44 mpg in town and speeds up when needed for highway traffic. Comfortable and luxurious inside and much more space than I expected for storage. Brilliant and well thought out design. Love that I will never get a dent on the plastic panels too.   ,4.875
30, on 07/22/08 09:55 AM (PDT),PegMcC54 ,2008 smart fortwo Convertible passion cabrio 2dr Convertible (1.0L 3cyl 5AM),The Killer Bee - My smart car and Me!," I reserved a smart car as soon as I heard that they would be imported (and after a little research.)  I love this little buzzing bee!  I fold down my passenger seat for my service dog, a golden retriever and still have plenty of room to carry dog food and groceries!  People will gather round where ever we go.  Even have folks track along side to ask questions at stop lights and such.  The local TV station WTOV9 Wheeling/Stuebenville ran a piece on it.  They were driving by, spotted it in front of the house (I live right on old Route 40/ National Road) banged on my door and asked for a demo and interview. I love to wave at the gas stations as I buzz by. Maybe next week, fellas!",5
31, on 07/09/08 07:53 AM (PDT),ron ,2008 smart fortwo Convertible passion cabrio 2dr Convertible (1.0L 3cyl 5AM),Lover My Smart42," Love the car and the way it handles in city and highway driving. It's fun and economical. The transmission takes a couple of drives to get use to how it shifts and the feel of the pedal, but once   you drive it a little, it responds just fine.",5
32, on 07/08/08 12:56 PM (PDT),av8rpvt ,2008 smart fortwo Convertible passion cabrio 2dr Convertible (1.0L 3cyl 5AM),Convertible," Awesome!  Love the reactions, fell in love with the car in Europe, visited a dealer in Rome in 2006 and tried to get one to the USA.  Dealer said coming in 2008.  I've been waiting breathlessly since 2006 to get this car.  Worth the wait!",4.875
33, on 07/07/08 18:44 PM (PDT),Debi's Freddy ,2008 smart fortwo Convertible passion cabrio 2dr Convertible (1.0L 3cyl 5AM),Debi's Little Blue , I have a big MB GL 550 that uses a lot of fuel.  I bought this for fuel savings and how awesome it is to drive. Yes it is small on the outside but my sons friend Jose is 6'1 and stretched out his legs in the passenger seat.  Be prepared for a lot of stares and people stopping you to ask questions.  How fun!! Debi,4.5
34, on 07/01/08 22:47 PM (PDT),neptune2000 ,2008 smart fortwo Convertible passion cabrio 2dr Convertible (1.0L 3cyl 5AM),Perfect for the Beach," I'm in line for another cabriolet, but the wait is now 18 months, so I found one in Sherman Oaks, CA. With only 2000 miles on it an no dings at all. It was just like brand new. I traded in a Ford Explorer. I have owned Ferraris and this car is as much fun (different kind of fun). I tried it on beach streets (Manhattan Beach), freeways (LA to Orange, 405, 5, 55) and it handles great. I am glad I got the Cabrio, it is great at the beach.",5
35, on 06/30/08 20:33 PM (PDT),maxelle ,2008 smart fortwo Convertible passion cabrio 2dr Convertible (1.0L 3cyl 5AM),I love this car!," I got my car 2 weeks ago and have loved every minute of it.  I've wanted a Smart for over a year and was so excited to finally get one. It is a lot of fun to drive around town.  I am 6' and have plenty of room.  The interior is beautiful.  I feel like I'm in a $60,000 car.  Mine is fully loaded and everything appears to be made with quality products. I highly recommend this car if you have the patience to wait for it. ",4.875
36, on 06/28/08 04:47 AM (PDT),mvukovich ,2008 smart fortwo Convertible passion cabrio 2dr Convertible (1.0L 3cyl 5AM),Smart review, Gas is great after 1500 miles on the car gas mileage went from low 40's to low 50's. Love the paddle shifter on the country roads.,4.875
37, on 06/26/08 14:13 PM (PDT),Trace1979 ,2008 smart fortwo Convertible passion cabrio 2dr Convertible (1.0L 3cyl 5AM),Love my Smart Car, I love my Smart Car. I have had mine for 3 months now and my husband just picked up his Smart Car 3 weeks ago. We love them ! ,5
38, on 06/18/08 09:34 AM (PDT),Ralph  ,2008 smart fortwo Convertible passion cabrio 2dr Convertible (1.0L 3cyl 5AM),my smart , I just love this car. It is fun to drive and everybody loves it.,5
39, on 06/12/08 14:44 PM (PDT),Smart in Naples ,2008 smart fortwo Convertible passion cabrio 2dr Convertible (1.0L 3cyl 5AM),Smiling in my Smart," Although we had some reservations about buying a Smart car, now that we have owned it for 3 months there are no regrets.  It is fun to drive, comfortable for two large people, and provides a reason for all of those who see it on the road a reason to smile. We can fit groceries for a week for two in the back compartment, as long as it isn't a Costco trip with large bundles of paper and cleaning supplies. The gas mileage is OK, 33-38 mpg with mostly in town driving, but it is so much fun to drive and pass the big land yachts that are so prevalent in Naples Florida.",4.75
40, on 06/11/08 17:38 PM (PDT),smartgriz ,2008 smart fortwo Convertible passion cabrio 2dr Convertible (1.0L 3cyl 5AM),Smarts are just smart," I received my Smart Cabriolet after a 12 mo. wait.  It is worth every minute of the wait.  Fun, fuel efficient and cute as a lady bug.  The convertible feature is cool in that the top can be taken down or put up while driving at any speed.  The stereo is great for such a small car.  I put myself and a buddy, (both 200# plus) and accelerated 0 to 60 in two blocks, not bad for a care that gets 40 mpg in town and 50 hwy.  If you have a chance to drive one, I recommend it and if you can buy one, do it.  They are getting harder and harder to find.",5
41, on 06/07/08 22:55 PM (PDT),Smart Enuf ,2008 smart fortwo Convertible passion cabrio 2dr Convertible (1.0L 3cyl 5AM),This Much Fun Should Be Illegal," I've had many cars but never one this fun.  It's a hoot to drive, the build quality is excellent, and the mileage is unmatched.  I've waited for this car since the mid-90's, and it was well worth the wait!",5
42, on 05/30/08 16:44 PM (PDT),Dr Eric  ,2008 smart fortwo Convertible passion cabrio 2dr Convertible (1.0L 3cyl 5AM),This is a neat car," We have been very impressed with this car, if there is a draw back we have not found it.  Performing well in all conditions, Most driving is on the city streets of Daytona but it works well on highway as well.  It will travel at 70 very nicely, seeing a truck that close behind you can be a bit unnerving at first!",5
43, on 05/28/08 10:51 AM (PDT),Smart Car Wins! ,2008 smart fortwo Convertible passion cabrio 2dr Convertible (1.0L 3cyl 5AM),Great Little Car!," Took delivery 2/2008. Car is averaging 45 MPG. Can find no faults at all. Fun to drive, easy to park, good all around car.",5
44, on 05/27/08 10:29 AM (PDT),1SMART ,2008 smart fortwo Convertible passion cabrio 2dr Convertible (1.0L 3cyl 5AM),Fantastic!," I am very pleased with all aspects of this car.  It's roomy, has great power and is a blast to drive.  Very well put together, I love it and would recommend it.",4.875
45, on 05/26/08 15:45 PM (PDT),enrique45 ,2008 smart fortwo Convertible passion cabrio 2dr Convertible (1.0L 3cyl 5AM),My Smart Convertible," I am a Truck Person but with the gas price nowadays I decided to try this little thing, it is the best decision I ever made it is a very nice looking car, reliable, sporty I like it very much, ",4.875
46, on 05/19/08 17:56 PM (PDT),Baldman ,2008 smart fortwo Convertible passion cabrio 2dr Convertible (1.0L 3cyl 5AM),What a great car, This is the most fun I have had with a new car.  It is extremely roomy and feels bigger than it really is.  Super fun driving in the city.  You get many waves and looks and be ready to spend a lot of time talking about it when you go out.,4.875
47, on 05/11/08 18:51 PM (PDT),DAVID WAYNE RUMPEL ,2008 smart fortwo Convertible passion cabrio 2dr Convertible (1.0L 3cyl 5AM),Smart fortwo is great!," I was concerned that the smart car would be slow but if you have ever driven a stick shift than you know it is all in the  wrist. I love my car and never believe the reviews of the test drivers, the consumer  knows best. Best wishes to all and have a Smart day. David Wayne Rumpel, Dallas Texas.",5
48, on 05/10/08 21:08 PM (PDT),redesert ,2008 smart fortwo Convertible passion cabrio 2dr Convertible (1.0L 3cyl 5AM),I love mine," I have had my Smart for 2 months. A great commuter car. I am 6'4"" and fit very well. (Not so well in the Yaris or Fit) It is actually a blast to drive.",4.75
49, on 04/07/08 17:00 PM (PDT),c_ster ,2008 smart fortwo Convertible passion cabrio 2dr Convertible (1.0L 3cyl 5AM),More smiles than even miles to the gallon," It just makes you laugh at yourself.  What a pleasant feeling.  I live in a town where my immediate neighbors drive Bentleys, Mercedes, Porsches and Ford GTs (and one old Ferrari).  BMW's and Audis are banned because they stink of the middle class, (but I did see a democrat once driving a Saab before they ran her out of town).  And yet I must get more waves, thumbs-up and smiles from the Cougars (35-40- something divorcees) than when I drove my v12 Benz convertible.  Too funny.  This thing drives like a go cart, feels remarkably stable, sips fuel, makes me feel like I am at least trying to save our planet (all the body panels are recycled milk bottles).  ",4.5
50, on 04/04/08 21:10 PM (PDT),Classicalgman ,2008 smart fortwo Convertible passion cabrio 2dr Convertible (1.0L 3cyl 5AM),High SPM (Smiles per Mile)," Comfort, fun to drive and all the elements under the Design heading, I would really give an '11'!!!  This car is really well thought out and well put together.  Plenty of power to get onto highways and keep up with normal traffic at whatever speed.  I have had a very new experience with it...buying a new car and after one month nothing broken or any mechanical failures.  Once I got used to the 'manual' transmission, it is kinda fun to drive whether in auto-mode or paddle shifters or stick.  I'm not really a convertible guy, but I'm having a super great time with it on this car.  Surprise, surprise, it even has a trunk...amazing!",5
51, on 04/03/08 17:02 PM (PDT),Belva Hinthorn ,2008 smart fortwo Convertible passion cabrio 2dr Convertible (1.0L 3cyl 5AM),"Love it, love it, love it!!", I was driving a 99 Porsche Boxster that I loved but was willing to trade for something different while it still had value.  My husband convinced me to drive a Smart and I loved it.  Now we negotiate about who will drive it the next day based on time and miles to travel.  It is much more comfortable than a Boxster and as much fun.  It doesn't have the power but still has plenty of zip and is so unique in that it just makes people smile and wave.,5
52, on 04/02/08 18:20 PM (PDT),walt ,2008 smart fortwo Convertible passion cabrio 2dr Convertible (1.0L 3cyl 5AM),25 dollars fills the tank , I rented one in Germany back in 96 and both my wife and I enjoy driving the car. We recently picked one up the Cabrios and are very happy with the car. ,4.75
53, on 03/30/08 19:58 PM (PDT),Niles ,2008 smart fortwo Convertible passion cabrio 2dr Convertible (1.0L 3cyl 5AM),Bad Acceleration," Great car for commuting, Good gas millage, low emissions.  Love that you can just park sideways in a parallel parking spot.  Transmission has problems from 1st to 2nd, takes time for it to kick over which can be a problem when trying to accelerate quickly.  ",4.375
54, on 03/25/08 17:56 PM (PDT),Michael G-S ,2008 smart fortwo Convertible passion cabrio 2dr Convertible (1.0L 3cyl 5AM),"Smart, well-engineered convertible"," Pros: Attention-getting, economical, affordable (for a convertible) Cons: Weak warranty (but I hope I won't need it -- this is a Mercedes!)  I challenge you to try to find a convertible so elegantly designed or better engineered than this. And for $16,590. You can open the top from a distance with your key (nice to cool off the vehicle before you get to it). The side rails come off and store in a special compartment in the rear designed just for them. This vehicle is put together with true attention to detail.  Some whine about the transmission, but I'm used to driving a five-speek stick so this one doesn't bother me at all. In semi-auto mode just pretend it has a clutch and go!",5
55, on 03/20/08 17:48 PM (PDT),Tony Brancaleoni ,2008 smart fortwo Convertible passion cabrio 2dr Convertible (1.0L 3cyl 5AM),This is the best car ever :), This is the best car ever.  I have owned a lot of car but this is my favorite.  everywhere I go I feel like a moviestar.  the ride is awesome for a small car.  I love the auto wipers and HID lights & heated Seats. and I can put the top down at any speed on the highway how cool is that :).  driving around town my milage has been 38 worst (ethanol gas) 44 best (pure gas).  highway is around 49 as long as you drive under 70 MPH I think I could get 50 MPG If I drove the speed limit :)  I wish It had Cruise Control and the trans takes some getting used to. the subwoofer under the seat doesn't seem to work.  my dealer will look at it when I bring it in for service.    ,5
56, on 02/03/08 13:32 PM (PST),My Smart   ,2008 smart fortwo Convertible passion cabrio 2dr Convertible (1.0L 3cyl 5AM),My Smart Car," I have been waiting 11 months for this car and now that I have it and have driven in the highway for 125 miles, I know I made the right choice. Not only is it fun to drive, it's cheap to drive. I did invest in a LOJACK since the vehicle only weighs 1800 lbs - you can actually pick it up with ease, of course not by yourself but with some help you can I am sure (lol). We like so much we have a second car on order.",5
57, on 01/24/08 05:07 AM (PST),Ativan ,2008 smart fortwo Convertible passion cabrio 2dr Convertible (1.0L 3cyl 5AM),Smart," It is time to reduce America's carbon footprint.  This is the first import I have purchased.  Unfortunately, the domestic companies do not get  how to make small cars.  The smart is fun  to drive.  Surprisingly peppy.  Extremely easy to park.  They have made use  of all of the  very limited space  available.  When inside, you feel  like  you are in a much larger car.  The fit and finish is spetacular for a  car that is only  price in the teens.  I am  6'2"" and have plenty of room.   ",5
58, on 10/27/16 10:08 AM (PDT),Wendy Costa ,2008 smart fortwo Hatchback passion 2dr Hatchback (1.0L 3cyl 5AM),"HORRIBLE experience, worst car I've ever owned!"," We bought our first Smart in 2008...it shook so violently at speeds over 40mph we had to take it back..I know the car was new to the market then, I think they rushed it out with MANY problems...we had to go back to the dealer and ask them to replace it..they did, but they added that to my loan for the second car...the second car was ok but the loan was now very high, nearly $400 a month for 7yrs..I was too distracted as the recession hit us hard and we were scrambling to survive.  We moved far away from the original dealership and the car died in 2012 while still paying the loan off...no service shops near us could diagnose or fix the car..it had to go back to the dealer only.  I started reading online reviews abt the car..and that year...many people reported transmission problems..ours wouldn't go forward or in reverse..it could be a chip reset or transmission..but either way the tow truck, diagnostic fee and repair would be all on us...we couldn't afford all of that and we felt Smart should have RECALLED these cars.  We got no help from the dealer, or the 800 numbers. My friend's car was purchased the same year and needed the same thing..a new transmission...a 4k repair. My loan over 7yrs was approx. 35k and now the car needed a 4k fix...the car isn't even worth 4k for resale.  I am beyond disgusted and pissed.   I am looking to take a law suit against Smart.",1
